Sæson;Kommune;Art;September;Oktober;November;December;Januar
2017/2018;"Varde";Mink;0;0;0;1;0
2017/2018;"Varde";Mink;2;2;1;1;0
2017/2018;"Varde";Mink;0;1;0;0;0
