Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2019/2020;"Køge";Krondyr;Kronhind;2+ år;Hun;0;1;0;0;1
2019/2020;"Køge";Krondyr;Kronhind;1 år;Hun;0;0;0;1;1
2019/2020;"Køge";Krondyr;Kalv;Under 1 år;Hun;0;0;0;0;1
2019/2020;"Køge";Krondyr;Ikke angivet;;Han;0;0;1;0;0
2019/2020;"Køge";Krondyr;Ikke angivet;;Hun;0;1;1;0;0
