Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2022/2023;"Lejre";Rådyr;Råbuk;2+ år;Han;41;17;9;4;1;0;0
2022/2023;"Lejre";Rådyr;Råbuk;1 år;Han;2;2;1;0;1;1;0
2022/2023;"Lejre";Rådyr;Råbuk;;Han;40;12;3;0;1;1;0
2022/2023;"Lejre";Rådyr;Rå;2+ år;Hun;0;0;0;1;3;4;6
2022/2023;"Lejre";Rådyr;Rå;1 år;Hun;0;0;0;0;0;2;0
2022/2023;"Lejre";Rådyr;Rå;;Hun;0;0;0;3;4;4;5
2022/2023;"Lejre";Rådyr;Lam;Under 1 år;Han;0;0;0;2;4;3;1
2022/2023;"Lejre";Rådyr;Lam;Under 1 år;Hun;0;0;0;6;4;8;5
2022/2023;"Lejre";Rådyr;Lam;Under 1 år;;0;0;0;1;1;0;0
