Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2014/2015;"Syddjurs";Rådyr;Råbuk;2+ år;Han;166;75;26;16;12;11;1
2014/2015;"Syddjurs";Rådyr;Råbuk;1 år;Han;31;15;12;6;4;9;4
2014/2015;"Syddjurs";Rådyr;Råbuk;;Han;95;44;18;14;7;2;4
2014/2015;"Syddjurs";Rådyr;Rå;2+ år;Hun;1;0;0;35;42;45;30
2014/2015;"Syddjurs";Rådyr;Rå;1 år;Hun;0;0;0;13;12;12;17
2014/2015;"Syddjurs";Rådyr;Rå;;Hun;0;0;0;32;39;42;25
2014/2015;"Syddjurs";Rådyr;Lam;Under 1 år;Han;0;0;0;21;24;19;12
2014/2015;"Syddjurs";Rådyr;Lam;Under 1 år;Hun;0;0;0;33;36;29;23
2014/2015;"Syddjurs";Rådyr;Lam;Under 1 år;;0;0;0;25;31;21;23
