Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2021/2022;"Ringsted";Ræv;Han;Over 1 år;Han;1;0;0;0;0;1;4;5
2021/2022;"Ringsted";Ræv;Han;;Han;0;0;0;1;0;1;0;0
2021/2022;"Ringsted";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;0;1;1;4
2021/2022;"Ringsted";Ræv;Tæve;;Hun;0;0;0;0;0;1;0;2
2021/2022;"Ringsted";Ræv;Hvalp;Under 1 år;Han;2;6;0;0;0;0;0;0
2021/2022;"Ringsted";Ræv;Hvalp;Under 1 år;Hun;1;5;0;0;0;0;0;0
2021/2022;"Ringsted";Ræv;Hvalp;Under 1 år;;0;7;0;1;0;0;0;0
