Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2018/2019;"Esbjerg";Ræv;Han;Over 1 år;Han;0;0;0;6;19;22;23;27
2018/2019;"Esbjerg";Ræv;Tæve;Over 1 år;Hun;0;0;0;3;8;5;15;10
2018/2019;"Esbjerg";Ræv;Hvalp;Under 1 år;Han;5;2;2;0;0;0;0;0
2018/2019;"Esbjerg";Ræv;Hvalp;Under 1 år;Hun;9;4;1;1;1;0;0;0
2018/2019;"Esbjerg";Ræv;Hvalp;Under 1 år;;2;1;5;0;3;0;0;0
