Sæson;Kommune;Art;September;Oktober;November;December;Januar
2017/2018;"Hedensted";Mink;0;1;0;0;0
2017/2018;"Hedensted";Mink;1;0;0;0;0
2017/2018;"Hedensted";Mink;0;0;1;0;0
