Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2019/2020;"Norddjurs";Krondyr;Kronhjort;2+ år;Han;1;41;19;2;0
2019/2020;"Norddjurs";Krondyr;Kronhjort;1 år;Han;23;9;5;4;5
2019/2020;"Norddjurs";Krondyr;Kronhind;2+ år;Hun;1;13;8;8;25
2019/2020;"Norddjurs";Krondyr;Kronhind;1 år;Hun;0;5;2;7;10
2019/2020;"Norddjurs";Krondyr;Kalv;Under 1 år;Han;15;6;4;7;9
2019/2020;"Norddjurs";Krondyr;Kalv;Under 1 år;Hun;26;12;15;13;16
2019/2020;"Norddjurs";Krondyr;Ikke angivet;;Han;13;25;13;4;3
2019/2020;"Norddjurs";Krondyr;Ikke angivet;;Hun;2;29;30;18;32
