Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2009/2010;"Syddjurs";Krondyr;Kronhjort;2+ år;Han;4;4;0;1;1
2009/2010;"Syddjurs";Krondyr;Kronhind;2+ år;Hun;0;1;1;0;1
