Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2019/2020;"Favrskov";Mårhund;Han;Over 1 år;Han;3;4;3;2;1
2019/2020;"Favrskov";Mårhund;Tæve;Over 1 år;Hun;2;1;1;1;1
2019/2020;"Favrskov";Mårhund;Hvalp;Under 1 år;;0;3;0;0;0
