Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2020/2021;"Syddjurs";Vildsvin;Gris;Under 1 år;Han;0;0;0;1;0
2020/2021;"Syddjurs";Vildsvin;Gris;Under 1 år;Hun;0;0;0;0;3
2020/2021;"Syddjurs";Vildsvin;Gris;Under 1 år;;0;1;1;0;3
