Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2017/2018;"Ikast-Brande";Mårhund;Han;Over 1 år;Han;1;0;1;0;1
2017/2018;"Ikast-Brande";Mårhund;Tæve;Over 1 år;Hun;1;0;0;0;0
