Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2016/2017;"Langeland";Dådyr;Dåhjort;2+ år;Han;0;0;2;50;0
2016/2017;"Langeland";Dådyr;Dåhjort;1 år;Han;0;0;0;12;0
2016/2017;"Langeland";Dådyr;Dåhjort;;Han;0;0;0;20;0
2016/2017;"Langeland";Dådyr;Då;2+ år;Hun;0;0;1;29;22
2016/2017;"Langeland";Dådyr;Då;1 år;Hun;0;0;0;4;3
2016/2017;"Langeland";Dådyr;Då;;Hun;0;0;1;23;17
2016/2017;"Langeland";Dådyr;Kalv;Under 1 år;Han;0;2;0;15;10
2016/2017;"Langeland";Dådyr;Kalv;Under 1 år;Hun;0;1;8;22;8
2016/2017;"Langeland";Dådyr;Kalv;Under 1 år;;0;2;9;13;11
