Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2021/2022;"Favrskov";Sika;Sikahjort;2+ år;Han;16;2;4;4;4
2021/2022;"Favrskov";Sika;Sikahjort;1 år;Han;1;0;2;0;0
2021/2022;"Favrskov";Sika;Sikahjort;;Han;11;4;4;2;3
2021/2022;"Favrskov";Sika;Sikahind;2+ år;Hun;1;3;2;2;7
2021/2022;"Favrskov";Sika;Sikahind;1 år;Hun;0;0;0;0;3
2021/2022;"Favrskov";Sika;Sikahind;;Hun;0;5;1;4;14
2021/2022;"Favrskov";Sika;Kalv;Under 1 år;Han;2;2;2;3;6
2021/2022;"Favrskov";Sika;Kalv;Under 1 år;Hun;0;9;3;4;9
2021/2022;"Favrskov";Sika;Kalv;Under 1 år;;0;1;2;5;3
