Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2018/2019;"Odder";Rådyr;Råbuk;2+ år;Han;30;10;4;1;3;2;1
2018/2019;"Odder";Rådyr;Råbuk;1 år;Han;3;3;1;4;3;0;1
2018/2019;"Odder";Rådyr;Råbuk;;Han;23;11;5;3;1;2;1
2018/2019;"Odder";Rådyr;Rå;2+ år;Hun;0;0;0;3;11;6;12
2018/2019;"Odder";Rådyr;Rå;1 år;Hun;0;0;0;0;3;1;2
2018/2019;"Odder";Rådyr;Rå;;Hun;0;0;0;8;5;7;9
2018/2019;"Odder";Rådyr;Lam;Under 1 år;Han;0;0;0;2;4;3;5
2018/2019;"Odder";Rådyr;Lam;Under 1 år;Hun;0;0;0;6;5;1;3
2018/2019;"Odder";Rådyr;Lam;Under 1 år;;0;0;0;2;8;8;3
