Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2020/2021;"Haderslev";Ræv;Han;Over 1 år;Han;0;1;1;3;12;22;19;26
2020/2021;"Haderslev";Ræv;Tæve;Over 1 år;Hun;0;0;0;1;7;9;9;22
2020/2021;"Haderslev";Ræv;Tæve;;Hun;0;1;0;0;0;0;0;0
2020/2021;"Haderslev";Ræv;Hvalp;Under 1 år;Han;0;0;0;1;1;0;2;0
2020/2021;"Haderslev";Ræv;Hvalp;Under 1 år;Hun;0;2;1;1;1;0;0;0
2020/2021;"Haderslev";Ræv;Hvalp;Under 1 år;;1;23;9;5;5;2;0;0
