Sæson;Kommune;Art;September;Oktober;November;December;Januar
2018/2019;"Ringkøbing-Skjern";Mink;1;0;0;0;0
2018/2019;"Ringkøbing-Skjern";Mink;1;0;1;3;3
2018/2019;"Ringkøbing-Skjern";Mink;1;6;3;5;1
2018/2019;"Ringkøbing-Skjern";Mink;0;0;1;0;0
