Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2019/2020;"Holstebro";Mårhund;Han;Over 1 år;Han;6;4;6;2;3
2019/2020;"Holstebro";Mårhund;Han;;Han;0;1;0;0;0
2019/2020;"Holstebro";Mårhund;Tæve;Over 1 år;Hun;5;7;4;2;1
2019/2020;"Holstebro";Mårhund;Hvalp;Under 1 år;Han;1;1;0;0;0
2019/2020;"Holstebro";Mårhund;Hvalp;Under 1 år;Hun;1;0;0;0;0
2019/2020;"Holstebro";Mårhund;Hvalp;Under 1 år;;3;2;0;0;0
