Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2014/2015;"Norddjurs";Ræv;Han;Over 1 år;Han;0;1;0;5;14;17;13;10
2014/2015;"Norddjurs";Ræv;Tæve;Over 1 år;Hun;0;0;0;3;11;5;9;3
2014/2015;"Norddjurs";Ræv;Hvalp;Under 1 år;Han;0;2;0;2;1;1;1;0
2014/2015;"Norddjurs";Ræv;Hvalp;Under 1 år;Hun;0;0;1;1;1;0;0;0
2014/2015;"Norddjurs";Ræv;Hvalp;Under 1 år;;1;12;0;1;2;0;0;0
