Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2021/2022;"Slagelse";Ræv;Han;Over 1 år;Han;0;0;0;0;1;0;4;0
2021/2022;"Slagelse";Ræv;Han;;Han;0;0;0;0;1;1;1;3
2021/2022;"Slagelse";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;2;2;0;1
2021/2022;"Slagelse";Ræv;Tæve;;Hun;0;0;0;0;0;0;1;0
2021/2022;"Slagelse";Ræv;Hvalp;Under 1 år;Han;0;5;2;1;0;2;0;0
2021/2022;"Slagelse";Ræv;Hvalp;Under 1 år;Hun;0;4;2;2;0;0;0;0
2021/2022;"Slagelse";Ræv;Hvalp;Under 1 år;;0;2;0;0;0;0;0;0
