Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2018/2019;"Aabenraa";Rådyr;Råbuk;2+ år;Han;137;75;38;13;6;12;1
2018/2019;"Aabenraa";Rådyr;Råbuk;1 år;Han;21;11;4;7;7;8;2
2018/2019;"Aabenraa";Rådyr;Råbuk;;Han;93;43;15;11;9;9;3
2018/2019;"Aabenraa";Rådyr;Rå;2+ år;Hun;0;0;0;13;31;32;25
2018/2019;"Aabenraa";Rådyr;Rå;1 år;Hun;0;0;0;8;15;8;10
2018/2019;"Aabenraa";Rådyr;Rå;;Hun;0;0;0;20;41;21;11
2018/2019;"Aabenraa";Rådyr;Lam;Under 1 år;Han;0;0;0;13;11;16;6
2018/2019;"Aabenraa";Rådyr;Lam;Under 1 år;Hun;0;0;0;21;23;22;11
2018/2019;"Aabenraa";Rådyr;Lam;Under 1 år;;0;0;0;17;35;18;7
