Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2021/2022;"Silkeborg";Krondyr;Kronhjort;2+ år;Han;22;4;5;3;0
2021/2022;"Silkeborg";Krondyr;Kronhjort;1 år;Han;7;6;6;4;5
2021/2022;"Silkeborg";Krondyr;Kronhind;2+ år;Hun;2;12;14;10;5
2021/2022;"Silkeborg";Krondyr;Kronhind;1 år;Hun;0;7;7;8;3
2021/2022;"Silkeborg";Krondyr;Kalv;Under 1 år;Han;5;3;8;7;4
2021/2022;"Silkeborg";Krondyr;Kalv;Under 1 år;Hun;10;14;10;11;8
2021/2022;"Silkeborg";Krondyr;Ikke angivet;;Han;11;7;6;3;5
2021/2022;"Silkeborg";Krondyr;Ikke angivet;;Hun;5;8;13;10;15
