Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2022/2023;"Silkeborg";Krondyr;Kronhjort;2+ år;Han;20;4;8;3;1
2022/2023;"Silkeborg";Krondyr;Kronhjort;1 år;Han;15;11;5;5;2
2022/2023;"Silkeborg";Krondyr;Kronhind;2+ år;Hun;2;16;12;15;14
2022/2023;"Silkeborg";Krondyr;Kronhind;1 år;Hun;0;4;4;9;5
2022/2023;"Silkeborg";Krondyr;Kalv;Under 1 år;Han;10;5;7;8;6
2022/2023;"Silkeborg";Krondyr;Kalv;Under 1 år;Hun;16;16;10;10;12
2022/2023;"Silkeborg";Krondyr;Ikke angivet;;Han;11;1;1;4;1
2022/2023;"Silkeborg";Krondyr;Ikke angivet;;Hun;3;10;18;8;9
