Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2014/2015;"Lyngby-Taarbæk";Dådyr;Dåhjort;2+ år;Han;3;0;0;0;0
2014/2015;"Lyngby-Taarbæk";Dådyr;Dåhjort;;Han;0;1;0;0;0
2014/2015;"Lyngby-Taarbæk";Dådyr;Kalv;Under 1 år;;0;1;0;0;0
