Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2018/2019;"Sorø";Krondyr;Kronhjort;2+ år;Han;0;5;1;0;0
2018/2019;"Sorø";Krondyr;Kronhjort;1 år;Han;0;0;1;0;0
2018/2019;"Sorø";Krondyr;Kronhind;2+ år;Hun;0;1;2;0;0
2018/2019;"Sorø";Krondyr;Ikke angivet;;Han;0;5;1;0;0
2018/2019;"Sorø";Krondyr;Ikke angivet;;Hun;0;0;0;1;0
