Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2020/2021;"Stevns";Ræv;Han;Over 1 år;Han;0;0;1;2;4;5;7;8
2020/2021;"Stevns";Ræv;Han;;Han;0;1;0;0;0;0;0;0
2020/2021;"Stevns";Ræv;Tæve;Over 1 år;Hun;0;1;0;4;0;1;6;6
2020/2021;"Stevns";Ræv;Hvalp;Under 1 år;Han;0;4;5;1;0;0;0;0
2020/2021;"Stevns";Ræv;Hvalp;Under 1 år;Hun;0;2;4;2;0;0;0;0
2020/2021;"Stevns";Ræv;Hvalp;Under 1 år;;0;7;0;1;0;0;3;0
