Sæson;Kommune;Art;September;Oktober;November;December;Januar
2017/2018;"Holstebro";Mink;1;1;0;2;0
2017/2018;"Holstebro";Mink;1;1;1;2;0
2017/2018;"Holstebro";Mink;0;0;1;2;1
2017/2018;"Holstebro";Mink;0;1;0;0;0
2017/2018;"Holstebro";Mink;0;1;0;0;0
