Sæson;Kommune;Art;September;Oktober;November;December;Januar
2017/2018;"Sorø";Mink;0;1;1;1;1
2017/2018;"Sorø";Mink;0;0;1;0;0
2017/2018;"Sorø";Mink;0;0;1;4;0
