Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2012/2013;"Vesthimmerland";Ræv;Han;Over 1 år;Han;0;0;0;5;29;20;32;24
2012/2013;"Vesthimmerland";Ræv;Tæve;Over 1 år;Hun;0;0;0;3;11;8;9;17
2012/2013;"Vesthimmerland";Ræv;Tæve;;Hun;0;0;0;0;1;0;0;1
2012/2013;"Vesthimmerland";Ræv;Hvalp;Under 1 år;Han;3;1;0;2;3;0;0;0
2012/2013;"Vesthimmerland";Ræv;Hvalp;Under 1 år;Hun;0;0;2;2;1;0;1;0
2012/2013;"Vesthimmerland";Ræv;Hvalp;Under 1 år;;5;2;1;6;1;4;1;1
