Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2013/2014;"Tønder";Rådyr;Råbuk;2+ år;Han;119;37;11;3;4;5;1
2013/2014;"Tønder";Rådyr;Råbuk;1 år;Han;30;15;7;2;2;2;1
2013/2014;"Tønder";Rådyr;Råbuk;;Han;48;15;10;2;1;1;0
2013/2014;"Tønder";Rådyr;Rå;2+ år;Hun;0;0;0;14;39;15;8
2013/2014;"Tønder";Rådyr;Rå;1 år;Hun;0;0;0;6;8;1;9
2013/2014;"Tønder";Rådyr;Rå;;Hun;0;0;0;8;26;9;4
2013/2014;"Tønder";Rådyr;Lam;Under 1 år;Han;0;0;0;6;5;6;7
2013/2014;"Tønder";Rådyr;Lam;Under 1 år;Hun;0;0;0;9;13;6;2
2013/2014;"Tønder";Rådyr;Lam;Under 1 år;;0;0;0;12;16;10;6
