Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2018/2019;"Nyborg";Rådyr;Råbuk;2+ år;Han;37;14;9;1;0;1;0
2018/2019;"Nyborg";Rådyr;Råbuk;1 år;Han;6;2;1;0;0;1;0
2018/2019;"Nyborg";Rådyr;Råbuk;;Han;32;7;4;3;1;1;0
2018/2019;"Nyborg";Rådyr;Rå;2+ år;Hun;0;0;0;3;0;5;8
2018/2019;"Nyborg";Rådyr;Rå;1 år;Hun;0;0;0;0;1;0;1
2018/2019;"Nyborg";Rådyr;Rå;;Hun;0;0;0;1;0;2;7
2018/2019;"Nyborg";Rådyr;Lam;Under 1 år;Han;0;0;0;1;1;2;0
2018/2019;"Nyborg";Rådyr;Lam;Under 1 år;Hun;0;0;0;2;0;6;6
2018/2019;"Nyborg";Rådyr;Lam;Under 1 år;;0;1;0;1;3;3;2
