Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2015/2016;"Brønderslev-Dronninglund";Ræv;Han;Over 1 år;Han;0;0;0;1;10;7;18;10
2015/2016;"Brønderslev-Dronninglund";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;4;3;2;8
2015/2016;"Brønderslev-Dronninglund";Ræv;Hvalp;Under 1 år;Han;0;0;0;0;0;1;0;0
2015/2016;"Brønderslev-Dronninglund";Ræv;Hvalp;Under 1 år;Hun;0;1;0;0;0;0;1;0
2015/2016;"Brønderslev-Dronninglund";Ræv;Hvalp;Under 1 år;;2;1;2;0;6;2;1;0
