Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2019/2020;"Bornholm";Dådyr;Kalv;Under 1 år;Han;0;0;0;0;6
2019/2020;"Bornholm";Dådyr;Kalv;Under 1 år;Hun;0;0;0;0;2
2019/2020;"Bornholm";Dådyr;Kalv;Under 1 år;;0;0;0;0;5
