Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2015/2016;"Ærø";Ræv;Han;Over 1 år;Han;0;0;0;1;2;0;1;8
2015/2016;"Ærø";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;2;0;3;1
2015/2016;"Ærø";Ræv;Hvalp;Under 1 år;Han;3;0;0;0;0;0;1;0
2015/2016;"Ærø";Ræv;Hvalp;Under 1 år;Hun;2;1;0;1;0;0;0;0
