Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2016/2017;"Sønderborg";Rådyr;Råbuk;2+ år;Han;71;20;12;0;11;8;0
2016/2017;"Sønderborg";Rådyr;Råbuk;1 år;Han;10;3;3;2;4;5;2
2016/2017;"Sønderborg";Rådyr;Råbuk;;Han;31;8;3;3;4;5;0
2016/2017;"Sønderborg";Rådyr;Rå;2+ år;Hun;0;0;0;4;23;23;1
2016/2017;"Sønderborg";Rådyr;Rå;1 år;Hun;0;0;0;1;4;5;0
2016/2017;"Sønderborg";Rådyr;Rå;;Hun;0;0;0;2;25;12;1
2016/2017;"Sønderborg";Rådyr;Lam;Under 1 år;Han;0;0;0;4;12;12;0
2016/2017;"Sønderborg";Rådyr;Lam;Under 1 år;Hun;0;0;0;2;20;13;0
2016/2017;"Sønderborg";Rådyr;Lam;Under 1 år;;0;0;0;4;18;13;0
