Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2019/2020;"Ikast-Brande";Ræv;Han;Over 1 år;Han;0;1;1;4;22;26;27;12
2019/2020;"Ikast-Brande";Ræv;Tæve;Over 1 år;Hun;0;0;0;6;7;6;11;6
2019/2020;"Ikast-Brande";Ræv;Hvalp;Under 1 år;Han;2;3;3;1;4;3;2;1
2019/2020;"Ikast-Brande";Ræv;Hvalp;Under 1 år;Hun;2;4;3;1;3;2;0;1
2019/2020;"Ikast-Brande";Ræv;Hvalp;Under 1 år;;8;16;8;1;3;0;0;0
