årstal;antal
2006;36597
2007;31779
2008;30241
2009;32403
2010;32573
2011;28264
2012;32762
2013;23668
2014;28682
2015;27625
2016;25764
2017;21973
2018;21336
2019;19839
2020;19668
2021;21990
2022;23132
