årstal;antal
1941;1558
1942;1272
1943;1189
1944;1361
1945;1642
1946;1748
1947;1738
1948;1202
1949;1448
1950;1318
1951;1684
1952;1598
1953;1593
1954;1525
1955;1805
1956;1892
1957;1821
1958;1749
1959;1784
1960;1816
1961;2161
1962;1935
1963;1309
1964;2034
1965;2238
1966;1852
1967;2105
1968;1990
1969;1779
1970;1561
1971;1604
1972;1688
1973;1708
1974;1683
1975;1812
1976;1253
1977;1436
1978;1656
1979;1728
1980;1919
1981;1926
1982;1914
1983;1644
1984;1672
1985;1901
1986;2304
1987;2555
1988;2945
1989;3658
1990;3493
1991;3833
1992;3644
1993;4214
1994;4034
1995;3751
1996;4303
1997;3631
1998;3825
1999;4269
2000;2938
2001;3133
2002;3439
2003;3865
2004;3783
2005;4326
