årstal;antal
1952;0
1953;0
1954;0
1955;1973
1956;4250
1957;3574
1958;3460
1959;3722
1960;4696
1961;6226
1962;4053
1963;3382
1964;1427
1965;1371
1966;1065
1967;1713
1968;1892
1969;1842
1970;1315
1971;1106
1972;1524
1973;3787
1974;6169
1975;4945
1976;5946
1977;5710
1978;4310
1979;2407
1980;491
1981;213
1982;605
1983;806
1984;819
1985;1650
1986;2806
1987;4539
1988;5301
1989;4754
1990;4274
1991;3329
1992;1195
1993;1102
1994;553
1995;594
1996;506
1997;1061
1998;3856
1999;1955
2000;1723
2001;1862
2002;2943
2003;2812
2004;3528
2005;2822
