årstal;antal
2006;4946
2007;5190
2008;4458
2009;4823
2010;4995
2011;4744
2012;3846
2013;3829
2014;4055
2015;3233
2016;3162
2017;3018
2018;3016
2019;2695
2020;3610
2021;2767
2022;2362
