årstal;antal
1959;0
1960;13
1961;28
1962;697
1963;340
1964;939
1965;321
1966;498
1967;852
1968;543
1969;690
1970;383
1971;421
1972;329
1973;543
1974;371
1975;597
1976;517
1977;470
1978;349
1979;349
1980;389
1981;487
1982;471
1983;560
1984;486
1985;439
1986;412
1987;288
1988;502
1989;484
1990;418
1991;500
1992;426
1993;473
1994;569
1995;860
1996;190
1997;374
1998;518
1999;419
2000;497
2001;599
2002;580
2003;498
2004;726
2005;700
