årstal;antal
1950;0
1951;0
1952;0
1953;0
1954;0
1955;0
1956;0
1957;0
1958;3381
1959;6471
1960;5368
1961;5398
1962;7227
1963;6633
1964;7174
1965;8408
1966;7967
1967;7711
1968;5615
1969;7520
1970;10250
1971;10271
1972;9431
1973;11956
1974;10463
1975;8302
1976;9603
1977;8670
1978;7525
1979;9568
1980;9682
1981;8193
1982;8621
1983;6835
1984;6939
1985;5820
1986;4016
1987;5017
1988;7253
1989;5644
1990;5945
1991;6400
1992;5699
1993;6418
1994;5960
1995;5717
1996;4521
1997;4007
1998;6082
1999;5587
2000;5572
2001;4982
2002;4465
2003;4187
2004;5225
2005;4119
