årstal;antal
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;23082
1956;18574
1957;19135
1958;19051
1959;21341
1960;17957
1961;22107
1962;20904
1963;24145
1964;27238
1965;26871
1966;30540
1967;33016
1968;36310
1969;39071
1970;24283
1971;25416
1972;24866
1973;27739
1974;24509
1975;24819
1976;21288
1977;19153
1978;19222
1979;18674
1980;16474
1981;17610
1982;13274
1983;9190
1984;7659
1985;7822
1986;7596
1987;6809
1988;6145
1989;5906
1990;6219
1991;5527
1992;4111
1993;3626
1994;2622
1995;3704
1996;4214
1997;3357
1998;3802
1999;5507
2000;4158
2001;4028
2002;4498
2003;5201
2004;5287
2005;5294
