årstal;antal
1977;2097
1978;1971
1979;1723
1980;1511
1981;1961
1982;1270
1983;1492
1984;1353
1985;1014
1986;1366
1987;1145
1988;985
1989;1031
1990;1083
1991;1029
1992;770
1993;564
