årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;27653
1956;25560
1957;29298
1958;27506
1959;29797
1960;22848
1961;26346
1962;21005
1963;21979
1964;22261
1965;19599
1966;19599
1967;20266
1968;16676
1969;17532
1970;12739
1971;13570
1972;12405
1973;11805
1974;12451
1975;12559
1976;11778
1977;10682
1978;9085
1979;6946
1980;7537
1981;7859
1982;7959
1983;8425
1984;8205
1985;7855
1986;7684
1987;6324
1988;6959
1989;7861
1990;7920
1991;8644
1992;10453
1993;11833
1994;9632
1995;9122
1996;7210
1997;5078
1998;5012
1999;4082
2000;3202
2001;2858
2002;2646
2003;2812
2004;2591
2005;2101
