årstal;antal
2006;607
2007;752
2008;880
2009;1511
2010;1762
2011;1893
2012;1505
2013;1953
2014;1409
2015;1759
2016;1764
2017;997
2018;1058
2019;979
2020;957
2021;860
2022;863
