årstal;antal
2006;6676
2007;6556
2008;6089
2009;6343
2010;5647
2011;6447
2012;6905
2013;6536
2014;7216
2015;6601
2016;6054
2017;6527
2018;6330
2019;6582
2020;5963
2021;6976
2022;7138
