årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;51
1956;47
1957;61
1958;50
1959;60
1960;67
1961;71
1962;56
1963;37
1964;49
1965;64
1966;41
1967;45
1968;32
1969;96
1970;81
1971;68
1972;91
1973;62
1974;82
1975;82
1976;83
1977;97
1978;51
1979;61
1980;64
1981;77
1982;65
1983;117
1984;104
1985;146
1986;143
1987;125
1988;173
1989;192
1990;161
1991;149
1992;134
1993;162
1994;161
1995;145
1996;234
1997;182
1998;172
1999;169
2000;214
2001;173
2002;168
2003;193
2004;228
2005;163
