årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;31
1956;34
1957;29
1958;66
1959;67
1960;27
1961;36
1962;60
1963;60
1964;113
1965;56
1966;72
1967;117
1968;236
1969;70
1970;58
1971;36
1972;58
1973;73
1974;38
1975;78
1976;96
1977;82
1978;91
1979;69
1980;51
1981;92
1982;153
1983;127
1984;45
1985;50
1986;38
1987;82
1988;67
1989;48
1990;71
1991;206
1992;54
1993;53
1994;39
1995;98
1996;102
1997;47
1998;147
1999;86
2000;146
2001;150
2002;58
2003;44
2004;142
2005;99
