årstal;antal
1959;5004
1960;6957
1961;9909
1962;15873
1963;16185
1964;15514
1965;10474
1966;14537
1967;14655
1968;13875
1969;13638
1970;13831
1971;13447
1972;11825
1973;14057
1974;14366
1975;16909
1976;14533
1977;11431
1978;12701
1979;10584
1980;13465
1981;18641
1982;17050
1983;17057
1984;16719
1985;15714
1986;13878
1987;14879
1988;19675
1989;13745
1990;17200
1991;18497
1992;16698
1993;14948
1994;17922
1995;18155
1996;11197
1997;9923
1998;12004
1999;12680
2000;13581
2001;14446
2002;12333
2003;12980
2004;13527
2005;11826
