årstal;antal
2006;10299
2007;11209
2008;11045
2009;10009
2010;9410
2011;11651
2012;9529
2013;7381
2014;8164
2015;6710
2016;6519
2017;5266
2018;5796
2019;5385
2020;6993
2021;6905
2022;5402
