årstal;antal
2006;1566
2007;1436
2008;1514
2009;1377
2010;1292
2011;1256
2012;1714
2013;1726
2014;1607
2015;1444
2016;1272
2017;1170
2018;1152
2019;1131
2020;1063
2021;710
2022;795
