årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;14
1956;5
1957;10
1958;15
1959;4
1960;2
1961;0
1962;11
1963;5
1964;6
1965;11
1966;5
1967;5
1968;12
1969;0
1970;10
1971;3
1972;4
1973;8
1974;17
1975;5
1976;11
1977;19
1978;18
1979;8
1980;2
1981;5
1982;0
1983;11
1984;0
1985;0
1986;1
1987;4
1988;10
1989;0
1990;1
1991;5
1992;5
1993;0
1994;0
1995;2
1996;141
1997;6
1998;13
1999;12
2000;0
2001;0
2002;0
2003;0
2004;0
2005;13
