årstal;antal
2006;6367
2007;5871
2008;5949
2009;6304
2010;6778
2011;5687
2012;7808
2013;8197
2014;7131
2015;6212
2016;6634
2017;4521
2018;6813
2019;5381
2020;5417
2021;6031
2022;6053
