årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;8330
1956;8208
1957;9069
1958;8922
1959;10689
1960;8644
1961;10088
1962;9281
1963;8424
1964;6953
1965;8618
1966;10811
1967;9882
1968;9422
1969;8364
1970;8490
1971;7936
1972;7151
1973;8214
1974;6382
1975;5186
1976;4039
1977;3534
1978;4164
1979;5753
1980;6341
1981;4164
1982;2222
1983;1976
1984;1839
1985;1842
1986;1939
1987;1614
1988;2166
1989;1745
1990;1764
1991;1907
1992;1484
1993;1144
