årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;202833
1956;171855
1957;191082
1958;190779
1959;222811
1960;194017
1961;207472
1962;207427
1963;209371
1964;212521
1965;225171
1966;231909
1967;246281
1968;276508
1969;242369
1970;213053
1971;212153
1972;204536
1973;220922
1974;201317
1975;213519
1976;199228
1977;196643
1978;189852
1979;172428
1980;168896
1981;166723
1982;167551
1983;158737
1984;146205
1985;149483
1986;148277
1987;137770
1988;157284
1989;161496
1990;164720
1991;151351
1992;160397
1993;170826
1994;149943
1995;154252
1996;129940
1997;107106
1998;121482
1999;127798
2000;118159
2001;120052
2002;126612
2003;126895
2004;123790
2005;115500
