årstal;antal
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;22707
1956;17707
1957;18522
1958;18478
1959;19574
1960;18184
1961;19288
1962;19052
1963;20680
1964;21482
1965;22670
1966;23400
1967;26175
1968;26486
1969;31603
1970;32811
1971;34530
1972;33726
1973;38875
1974;37912
1975;39586
1976;38113
1977;33713
1978;34171
1979;32513
1980;29226
1981;33500
1982;25325
1983;19128
1984;17897
1985;18360
1986;16878
1987;15163
1988;14371
1989;14828
1990;13637
1991;12970
1992;10341
1993;8854
1994;6479
1995;8788
1996;9649
1997;9292
1998;10481
1999;14170
2000;9793
2001;10528
2002;11724
2003;14449
2004;11484
2005;12337
