årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;914
1956;951
1957;1200
1958;1382
1959;1755
1960;2592
1961;2233
1962;2276
1963;2077
1964;1268
1965;1103
1966;1061
1967;1431
1968;1181
1969;1605
1970;1326
1971;1106
1972;1101
1973;1754
1974;1220
1975;1819
1976;2400
1977;2096
1978;2743
1979;1945
1980;1856
1981;1654
1982;1705
1983;1174
1984;1534
1985;1317
1986;1843
1987;1491
1988;1616
1989;1869
1990;1910
1991;1652
1992;2333
1993;1939
1994;1870
1995;1662
1996;1766
1997;1260
1998;1669
1999;1620
2000;2557
2001;2138
2002;2127
2003;1304
2004;2275
2005;1972
