årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;35653
1956;34400
1957;39078
1958;36932
1959;38029
1960;34243
1961;38877
1962;28998
1963;27968
1964;26552
1965;25810
1966;25678
1967;26958
1968;23497
1969;23566
1970;22742
1971;23511
1972;20200
1973;21103
1974;21786
1975;22542
1976;23025
1977;21494
1978;19712
1979;16543
1980;16015
1981;14954
1982;14259
1983;13450
1984;13320
1985;13443
1986;12824
1987;11057
1988;11232
1989;12323
1990;11322
1991;10703
1992;12603
1993;14779
1994;14394
1995;14545
1996;12747
1997;10148
1998;11047
1999;11608
2000;10308
2001;9378
2002;8367
2003;7292
2004;6603
2005;4961
