årstal;antal
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;23198
1956;19940
1957;21914
1958;19204
1959;23528
1960;23049
1961;24601
1962;26093
1963;27852
1964;30046
1965;34714
1966;33883
1967;38885
1968;35680
1969;32106
1970;23935
1971;22142
1972;20280
1973;22553
1974;18576
1975;20055
1976;19180
1977;19016
1978;17278
1979;14829
1980;11947
1981;11656
1982;10800
1983;11848
1984;10310
1985;11280
1986;10868
1987;10305
1988;10941
1989;14081
1990;14441
1991;14241
1992;14245
1993;12975
1994;7875
1995;8360
1996;8270
1997;6373
1998;6453
1999;7346
2000;7000
2001;8128
2002;8420
2003;8982
2004;8978
2005;10091
