årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;1863
1956;1544
1957;1819
1958;1426
1959;1503
1960;1380
1961;2108
1962;2137
1963;2376
1964;2331
1965;2198
1966;1931
1967;2197
1968;2517
1969;2471
1970;2099
1971;2283
1972;2205
1973;2278
1974;2210
1975;2316
1976;2140
1977;2397
1978;1934
1979;1876
1980;1710
1981;1837
1982;1629
1983;1692
1984;1597
1985;1975
1986;1941
1987;1852
1988;2122
1989;2277
1990;2486
1991;2183
1992;2447
1993;3035
1994;2684
1995;3070
1996;3662
1997;2757
1998;3415
1999;3045
2000;2648
2001;2921
2002;2765
2003;2861
2004;3187
2005;2807
