årstal;antal
2006;1419
2007;1739
2008;2013
2009;1894
2010;767
2011;793
2012;871
2013;1271
2014;969
2015;1110
2016;1182
2017;1647
2018;1468
2019;1901
2020;2603
2021;2851
2022;2833
