årstal;antal
2006;1479
2007;1749
2008;1773
2009;1892
2010;1967
2011;1769
2012;1722
2013;1731
2014;1571
2015;1325
2016;1259
2017;1091
2018;1022
2019;1032
2020;1088
2021;886
2022;897
