årstal;antal
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;0
1955;15940
1956;11267
1957;16660
1958;18512
1959;21797
1960;19428
1961;28416
1962;21150
1963;30535
1964;36115
1965;31160
1966;34222
1967;37476
1968;38838
1969;36654
1970;10558
1971;11070
1972;7825
1973;6428
1974;5173
1975;5165
1976;4730
1977;5368
1978;5525
1979;4980
1980;4335
1981;4256
1982;4523
1983;4556
1984;4000
1985;4614
1986;4720
1987;3485
1988;5093
1989;5784
1990;6054
1991;4737
1992;4540
1993;6081
1994;3741
1995;5783
1996;5061
1997;4892
1998;5213
1999;6027
2000;2708
2001;3313
2002;3695
2003;3312
2004;2865
2005;3173
